Datetime,open,high,low,close,volume
2025-11-17 09:00:00+09:00,99800.0,100500.0,99800.0,100400.0,0
2025-11-17 09:01:00+09:00,100400.0,100400.0,100000.0,100400.0,256653
2025-11-17 09:02:00+09:00,100300.0,100700.0,100300.0,100500.0,236554
2025-11-17 09:03:00+09:00,100500.0,101000.0,100500.0,100800.0,355102
2025-11-17 09:04:00+09:00,100900.0,100900.0,100700.0,100800.0,141976
2025-11-17 09:05:00+09:00,100750.0,100900.0,100600.0,100800.0,207469
2025-11-17 09:06:00+09:00,100700.0,100800.0,100500.0,100600.0,123830
2025-11-17 09:07:00+09:00,100500.0,100600.0,100200.0,100300.0,120795
2025-11-17 09:08:00+09:00,100300.0,100300.0,99900.0,100000.0,157144
2025-11-17 09:09:00+09:00,99900.0,100300.0,99900.0,100150.0,104629
2025-11-17 09:10:00+09:00,100200.0,100400.0,100100.0,100200.0,158880
2025-11-17 09:11:00+09:00,100200.0,100300.0,100100.0,100250.0,73589
2025-11-17 09:12:00+09:00,100250.0,100300.0,100000.0,100000.0,95075
2025-11-17 09:13:00+09:00,100000.0,100200.0,99900.0,100000.0,163736
2025-11-17 09:14:00+09:00,100100.0,100200.0,99800.0,99800.0,62950
2025-11-17 09:15:00+09:00,99800.0,100100.0,99800.0,100000.0,124431
2025-11-17 09:16:00+09:00,100000.0,100000.0,99700.0,99800.0,90938
2025-11-17 09:17:00+09:00,99800.0,100000.0,99700.0,100000.0,110746
2025-11-17 09:18:00+09:00,100000.0,100100.0,99900.0,100100.0,52275
2025-11-17 09:19:00+09:00,100100.0,100100.0,100000.0,100100.0,52526
2025-11-17 09:20:00+09:00,100100.0,100100.0,99900.0,99900.0,74616
2025-11-17 09:21:00+09:00,100000.0,100000.0,99600.0,99700.0,98750
2025-11-17 09:22:00+09:00,99700.0,99900.0,99600.0,99700.0,75889
2025-11-17 09:23:00+09:00,99700.0,99800.0,99500.0,99500.0,67187
2025-11-17 09:24:00+09:00,99500.0,99900.0,99500.0,99700.0,111142
2025-11-17 09:25:00+09:00,99700.0,100000.0,99700.0,100000.0,85267
2025-11-17 09:26:00+09:00,100000.0,100100.0,99900.0,99900.0,97696
2025-11-17 09:27:00+09:00,99900.0,100100.0,99900.0,100100.0,61920
2025-11-17 09:28:00+09:00,100050.0,100100.0,99900.0,100100.0,88563
2025-11-17 09:29:00+09:00,100000.0,100100.0,100000.0,100100.0,33932
2025-11-17 09:30:00+09:00,100100.0,100200.0,100000.0,100200.0,83245
2025-11-17 09:31:00+09:00,100200.0,100200.0,100000.0,100200.0,81197
2025-11-17 09:32:00+09:00,100200.0,100300.0,100100.0,100300.0,60788
2025-11-17 09:33:00+09:00,100300.0,100300.0,100200.0,100300.0,50249
2025-11-17 09:34:00+09:00,100300.0,100300.0,100000.0,100100.0,45893
2025-11-17 09:35:00+09:00,100100.0,100100.0,99900.0,100000.0,36469
2025-11-17 09:36:00+09:00,100000.0,100000.0,99900.0,100000.0,38129
2025-11-17 09:37:00+09:00,100000.0,100200.0,99900.0,100200.0,44520
2025-11-17 09:38:00+09:00,100200.0,100200.0,100000.0,100100.0,83626
2025-11-17 09:39:00+09:00,100200.0,100300.0,100100.0,100300.0,62405
2025-11-17 09:40:00+09:00,100300.0,100300.0,100100.0,100200.0,36395
2025-11-17 09:41:00+09:00,100250.0,100300.0,100100.0,100100.0,57530
2025-11-17 09:42:00+09:00,100200.0,100200.0,100100.0,100200.0,38779
2025-11-17 09:43:00+09:00,100200.0,100200.0,100000.0,100000.0,36101
2025-11-17 09:44:00+09:00,100000.0,100200.0,100000.0,100100.0,57403
2025-11-17 09:45:00+09:00,100200.0,100200.0,100000.0,100000.0,40367
2025-11-17 09:46:00+09:00,100000.0,100300.0,100000.0,100200.0,68729
2025-11-17 09:47:00+09:00,100200.0,100200.0,100000.0,100200.0,45615
2025-11-17 09:48:00+09:00,100100.0,100300.0,100100.0,100100.0,62299
2025-11-17 09:49:00+09:00,100200.0,100300.0,100100.0,100200.0,54903
2025-11-17 09:50:00+09:00,100200.0,100200.0,100100.0,100200.0,30022
2025-11-17 09:51:00+09:00,100200.0,100200.0,100100.0,100100.0,26095
2025-11-17 09:52:00+09:00,100100.0,100200.0,100100.0,100200.0,12666
2025-11-17 09:53:00+09:00,100100.0,100300.0,100100.0,100300.0,82492
2025-11-17 09:54:00+09:00,100300.0,100300.0,100200.0,100200.0,18423
2025-11-17 09:55:00+09:00,100300.0,100400.0,100200.0,100400.0,75835
2025-11-17 09:56:00+09:00,100400.0,100400.0,100300.0,100400.0,16593
2025-11-17 09:57:00+09:00,100400.0,100400.0,100200.0,100300.0,69187
2025-11-17 09:58:00+09:00,100400.0,100400.0,100300.0,100300.0,31637
2025-11-17 09:59:00+09:00,100300.0,100400.0,100300.0,100400.0,22271
2025-11-17 10:00:00+09:00,100300.0,100400.0,100100.0,100200.0,66177
2025-11-17 10:01:00+09:00,100100.0,100200.0,100100.0,100200.0,12224
2025-11-17 10:02:00+09:00,100200.0,100200.0,100000.0,100100.0,44107
2025-11-17 10:03:00+09:00,100100.0,100200.0,99900.0,100000.0,83124
2025-11-17 10:04:00+09:00,100050.0,100050.0,99800.0,99800.0,67441
2025-11-17 10:05:00+09:00,99800.0,99900.0,99700.0,99900.0,42964
2025-11-17 10:06:00+09:00,99900.0,99900.0,99700.0,99900.0,71307
2025-11-17 10:07:00+09:00,99900.0,100100.0,99800.0,100000.0,47415
2025-11-17 10:08:00+09:00,99900.0,100200.0,99900.0,100100.0,52700
2025-11-17 10:09:00+09:00,100100.0,100100.0,99900.0,100000.0,55748
2025-11-17 10:10:00+09:00,100100.0,100200.0,100000.0,100200.0,65643
2025-11-17 10:11:00+09:00,100100.0,100200.0,100100.0,100200.0,5837
2025-11-17 10:12:00+09:00,100200.0,100200.0,100100.0,100100.0,31149
2025-11-17 10:13:00+09:00,100100.0,100300.0,100100.0,100200.0,72116
2025-11-17 10:14:00+09:00,100200.0,100300.0,100150.0,100200.0,28014
2025-11-17 10:15:00+09:00,100300.0,100400.0,100100.0,100300.0,65029
2025-11-17 10:16:00+09:00,100300.0,100400.0,100200.0,100300.0,32398
2025-11-17 10:17:00+09:00,100300.0,100500.0,100300.0,100400.0,83483
2025-11-17 10:18:00+09:00,100350.0,100500.0,100300.0,100400.0,46689
2025-11-17 10:19:00+09:00,100400.0,100500.0,100400.0,100400.0,26285
2025-11-17 10:20:00+09:00,100500.0,100500.0,100400.0,100500.0,23012
2025-11-17 10:21:00+09:00,100400.0,100500.0,100400.0,100400.0,10650
2025-11-17 10:22:00+09:00,100400.0,100600.0,100400.0,100600.0,145604
2025-11-17 10:23:00+09:00,100500.0,100600.0,100400.0,100500.0,75670
2025-11-17 10:24:00+09:00,100400.0,100500.0,100300.0,100400.0,9438
2025-11-17 10:25:00+09:00,100400.0,100500.0,100400.0,100500.0,55171
2025-11-17 10:26:00+09:00,100500.0,100500.0,100400.0,100400.0,9830
2025-11-17 10:27:00+09:00,100500.0,100500.0,100300.0,100300.0,75787
2025-11-17 10:28:00+09:00,100400.0,100400.0,100300.0,100300.0,9696
2025-11-17 10:29:00+09:00,100300.0,100400.0,100300.0,100400.0,51998
2025-11-17 10:30:00+09:00,100400.0,100400.0,100300.0,100400.0,5109
2025-11-17 10:31:00+09:00,100300.0,100400.0,100300.0,100300.0,13777
2025-11-17 10:32:00+09:00,100400.0,100400.0,100300.0,100400.0,21744
2025-11-17 10:33:00+09:00,100400.0,100400.0,100200.0,100200.0,43260
2025-11-17 10:34:00+09:00,100300.0,100300.0,100200.0,100200.0,48722
2025-11-17 10:35:00+09:00,100300.0,100300.0,100200.0,100300.0,8630
2025-11-17 10:36:00+09:00,100300.0,100300.0,100200.0,100200.0,5754
2025-11-17 10:37:00+09:00,100300.0,100300.0,100200.0,100300.0,9038
2025-11-17 10:38:00+09:00,100300.0,100300.0,100200.0,100200.0,15816
2025-11-17 10:39:00+09:00,100200.0,100300.0,100200.0,100200.0,12688
2025-11-17 10:40:00+09:00,100200.0,100400.0,100200.0,100300.0,65464
2025-11-17 10:41:00+09:00,100400.0,100400.0,100300.0,100400.0,32129
2025-11-17 10:42:00+09:00,100400.0,100400.0,100300.0,100300.0,18221
2025-11-17 10:43:00+09:00,100350.0,100400.0,100300.0,100400.0,7854
2025-11-17 10:44:00+09:00,100400.0,100400.0,100300.0,100400.0,10092
2025-11-17 10:45:00+09:00,100350.0,100400.0,100300.0,100400.0,18444
2025-11-17 10:46:00+09:00,100400.0,100400.0,100300.0,100300.0,8477
2025-11-17 10:47:00+09:00,100350.0,100400.0,100300.0,100400.0,11798
2025-11-17 10:48:00+09:00,100400.0,100400.0,100300.0,100300.0,9681
