Datetime,open,high,low,close,volume
2024-11-22 09:00:00+09:00,56000.0,56500.0,55900.0,56400.0,0
2024-11-22 10:00:00+09:00,56400.0,56700.0,56300.0,56500.0,2146889
2024-11-22 11:00:00+09:00,56500.0,56500.0,56200.0,56400.0,1442123
2024-11-22 12:00:00+09:00,56400.0,56600.0,56300.0,56400.0,1699362
2024-11-22 13:00:00+09:00,56500.0,56600.0,56300.0,56300.0,1634059
2024-11-22 14:00:00+09:00,56300.0,56400.0,56100.0,56200.0,1784182
2024-11-25 09:00:00+09:00,57400.0,57700.0,56700.0,57200.0,0
2024-11-25 10:00:00+09:00,57200.0,57600.0,57100.0,57400.0,3621494
2024-11-25 11:00:00+09:00,57400.0,57700.0,57400.0,57700.0,2036372
2024-11-25 12:00:00+09:00,57600.0,57700.0,57500.0,57600.0,1909230
2024-11-25 13:00:00+09:00,57500.0,57600.0,57300.0,57500.0,2310167
2024-11-25 14:00:00+09:00,57400.0,57600.0,57100.0,57300.0,2555478
2024-11-26 09:00:00+09:00,57900.0,58900.0,57500.0,58400.0,9761405
2024-11-26 10:00:00+09:00,58300.0,58500.0,57900.0,58200.0,2882165
2024-11-26 11:00:00+09:00,58100.0,58200.0,57800.0,58000.0,2712296
2024-11-26 12:00:00+09:00,58100.0,58300.0,58000.0,58100.0,1796535
2024-11-26 13:00:00+09:00,58100.0,58300.0,58000.0,58200.0,1358126
2024-11-26 14:00:00+09:00,58200.0,58400.0,58100.0,58200.0,1879470
2024-11-27 09:00:00+09:00,57700.0,57800.0,56600.0,57000.0,7239560
2024-11-27 10:00:00+09:00,57000.0,57200.0,56700.0,56700.0,2705974
2024-11-27 11:00:00+09:00,56800.0,56900.0,56600.0,56700.0,2280496
2024-11-27 12:00:00+09:00,56700.0,56800.0,56400.0,56600.0,2297865
2024-11-27 13:00:00+09:00,56500.0,56600.0,56200.0,56300.0,2328815
2024-11-27 14:00:00+09:00,56300.0,56300.0,56000.0,56200.0,2858826
2024-11-28 09:00:00+09:00,56000.0,56400.0,55700.0,56000.0,5524566
2024-11-28 10:00:00+09:00,56000.0,56300.0,55500.0,55600.0,3174807
2024-11-28 11:00:00+09:00,55500.0,56000.0,55200.0,55900.0,3425440
2024-11-28 12:00:00+09:00,56000.0,56000.0,55400.0,55700.0,1556046
