Datetime,open,high,low,close,volume
2025-10-22 09:00:00+09:00,97100.0,97100.0,95700.0,95800.0,0
2025-10-22 10:00:00+09:00,95800.0,97000.0,95500.0,96700.0,2412781
2025-10-22 11:00:00+09:00,96800.0,97200.0,96600.0,97000.0,1407522
2025-10-22 12:00:00+09:00,96900.0,97000.0,96500.0,96850.0,1039501
2025-10-22 13:00:00+09:00,96850.0,98000.0,96800.0,97900.0,1978585
2025-10-22 14:00:00+09:00,97900.0,98000.0,97700.0,97900.0,1549937
2025-10-23 09:00:00+09:00,96800.0,97300.0,96300.0,97200.0,4542421
2025-10-23 10:00:00+09:00,97200.0,98200.0,97000.0,97950.0,3216918
2025-10-23 11:00:00+09:00,97950.0,98500.0,97700.0,98200.0,2452191
2025-10-23 12:00:00+09:00,98200.0,98400.0,97000.0,97250.0,2074712
2025-10-23 13:00:00+09:00,97250.0,97300.0,96500.0,96750.0,2241137
2025-10-23 14:00:00+09:00,96700.0,97000.0,96500.0,97000.0,1698388
2025-10-24 09:00:00+09:00,97900.0,98400.0,97700.0,97950.0,4658107
2025-10-24 10:00:00+09:00,97950.0,98700.0,97800.0,98600.0,3880943
2025-10-24 11:00:00+09:00,98600.0,99000.0,98500.0,98800.0,2129281
2025-10-24 12:00:00+09:00,98800.0,99000.0,98700.0,98900.0,1391992
2025-10-24 13:00:00+09:00,98900.0,99000.0,98600.0,98900.0,2135540
2025-10-24 14:00:00+09:00,98950.0,99000.0,98700.0,98800.0,2033818
2025-10-27 09:00:00+09:00,101300.0,101900.0,100600.0,101500.0,0
2025-10-27 10:00:00+09:00,101500.0,101800.0,100600.0,101700.0,4076257
2025-10-27 11:00:00+09:00,101700.0,101900.0,101600.0,101700.0,2283165
2025-10-27 12:00:00+09:00,101800.0,101800.0,101500.0,101600.0,1237732
2025-10-27 13:00:00+09:00,101500.0,101800.0,101300.0,101600.0,1732514
2025-10-27 14:00:00+09:00,101500.0,101900.0,101500.0,101700.0,1817368
2025-10-28 09:00:00+09:00,100900.0,101000.0,99500.0,99600.0,6994438
2025-10-28 10:00:00+09:00,99700.0,100000.0,99200.0,99900.0,3227253
2025-10-28 11:00:00+09:00,100000.0,100100.0,99500.0,99900.0,1774324
2025-10-28 12:00:00+09:00,99900.0,100000.0,99600.0,99800.0,1221702
2025-10-28 13:00:00+09:00,99700.0,99800.0,99500.0,99600.0,1704361
2025-10-28 14:00:00+09:00,99500.0,99600.0,99100.0,99500.0,2425468
2025-10-29 09:00:00+09:00,100200.0,100600.0,99100.0,99400.0,5787795
2025-10-29 10:00:00+09:00,99350.0,100800.0,99300.0,100700.0,3339376
2025-10-29 11:00:00+09:00,100700.0,101000.0,100200.0,100400.0,2475160
2025-10-29 12:00:00+09:00,100400.0,100500.0,100100.0,100200.0,1632251
2025-10-29 13:00:00+09:00,100300.0,100300.0,99600.0,99700.0,2366674
2025-10-29 14:00:00+09:00,99800.0,100200.0,99600.0,100000.0,2234243
2025-10-30 09:00:00+09:00,102400.0,105800.0,102000.0,104700.0,14369668
2025-10-30 10:00:00+09:00,104600.0,104700.0,102800.0,104500.0,5301088
2025-10-30 11:00:00+09:00,104500.0,105000.0,104000.0,104350.0,3337244
2025-10-30 12:00:00+09:00,104400.0,104800.0,104100.0,104500.0,1865432
2025-10-30 13:00:00+09:00,104500.0,104500.0,102900.0,103600.0,3836028
2025-10-30 14:00:00+09:00,103650.0,104500.0,103200.0,104400.0,2493449
2025-10-31 09:00:00+09:00,105000.0,105500.0,103300.0,104700.0,9536375
